class,bruises,odor,spore-print-color,population,habitat,mushroomID,capID,gillID,stalkID,veilID
p,f,f,h,y,g,pfyyfffcbhebkknbpwolhyg,fyy,fcbh,ebkknb,pwol
p,f,f,h,y,d,pxygfffcbgebkkpbpwolhyd,xyg,fcbg,ebkkpb,pwol
p,f,f,h,v,d,pfygfffcbhebkkpppwolhvd,fyg,fcbh,ebkkpp,pwol
p,f,f,h,y,p,pfygfffcbpebkkbnpwolhyp,fyg,fcbp,ebkkbn,pwol
e,f,n,h,y,d,exyufnfcnhe?sfwwpwofhyd,xyu,fcnh,e?sfww,pwof
p,f,f,h,v,g,pxfgfffcbgebkknnpwolhvg,xfg,fcbg,ebkknn,pwol
p,f,f,h,v,g,pffyfffcbgebkknppwolhvg,ffy,fcbg,ebkknp,pwol
p,f,f,h,y,g,pffyfffcbhebkkpnpwolhyg,ffy,fcbh,ebkkpn,pwol
p,f,f,h,v,g,pxfyfffcbhebkkpnpwolhvg,xfy,fcbh,ebkkpn,pwol
p,f,f,h,v,g,pffyfffcbhebkkbbpwolhvg,ffy,fcbh,ebkkbb,pwol
p,f,f,h,v,g,pffgfffcbhebkkpbpwolhvg,ffg,fcbh,ebkkpb,pwol
p,f,f,h,y,d,pfygfffcbpebkkbbpwolhyd,fyg,fcbp,ebkkbb,pwol
p,f,f,h,v,g,pffgfffcbhebkkbnpwolhvg,ffg,fcbh,ebkkbn,pwol
p,f,f,h,y,d,pffyfffcbhebkkbnpwolhyd,ffy,fcbh,ebkkbn,pwol
p,f,f,h,v,p,pfyyfffcbhebkkbnpwolhvp,fyy,fcbh,ebkkbn,pwol
p,f,f,h,v,p,pffgfffcbgebkkpnpwolhvp,ffg,fcbg,ebkkpn,pwol
p,f,f,h,y,g,pfygfffcbgebkknbpwolhyg,fyg,fcbg,ebkknb,pwol
p,f,f,h,y,d,pffyfffcbgebkknbpwolhyd,ffy,fcbg,ebkknb,pwol
e,t,n,n,y,d,effetnfcbutbssgwpwopnyd,ffe,fcbu,tbssgw,pwop
p,t,f,h,v,u,pfsbtffcbhtbsfwwpwophvu,fsb,fcbh,tbsfww,pwop
p,f,f,h,v,d,pfygfffcbgebkkpnpwolhvd,fyg,fcbg,ebkkpn,pwol
p,f,f,h,v,p,pffgfffcbhebkkpppwolhvp,ffg,fcbh,ebkkpp,pwol
p,f,f,h,y,g,pxyyfffcbpebkkpbpwolhyg,xyy,fcbp,ebkkpb,pwol
p,f,f,h,y,p,pffyfffcbpebkkpbpwolhyp,ffy,fcbp,ebkkpb,pwol
p,f,f,h,v,d,pfyyfffcbhebkknnpwolhvd,fyy,fcbh,ebkknn,pwol
e,t,n,k,v,d,efyntnfcbutbsswgpwopkvd,fyn,fcbu,tbsswg,pwop
p,f,f,h,y,g,pfyyfffcbhebkkbnpwolhyg,fyy,fcbh,ebkkbn,pwol
e,t,n,w,c,w,exsbtnfcbee?sswwpwtewcw,xsb,fcbe,e?ssww,pwte
p,f,f,h,y,g,pxyyfffcbpebkknppwolhyg,xyy,fcbp,ebkknp,pwol
p,f,f,h,y,d,pxfyfffcbpebkkpbpwolhyd,xfy,fcbp,ebkkpb,pwol
p,f,f,h,y,g,pxyyfffcbhebkkpnpwolhyg,xyy,fcbh,ebkkpn,pwol
p,f,f,h,v,p,pfygfffcbgebkkbbpwolhvp,fyg,fcbg,ebkkbb,pwol
e,t,n,k,y,d,effetnfcbntbssggpwopkyd,ffe,fcbn,tbssgg,pwop
p,f,f,h,v,d,pffyfffcbpebkkpnpwolhvd,ffy,fcbp,ebkkpn,pwol
p,f,f,h,v,g,pffyfffcbpebkkbnpwolhvg,ffy,fcbp,ebkkbn,pwol
p,f,f,h,v,d,pxyyfffcbhebkknnpwolhvd,xyy,fcbh,ebkknn,pwol
p,f,f,h,v,g,pxfyfffcbpebkknbpwolhvg,xfy,fcbp,ebkknb,pwol
p,f,y,w,v,d,pxynfyfcnbt?kswppwoewvd,xyn,fcnb,t?kswp,pwoe
p,f,f,h,v,p,pffyfffcbpebkkpbpwolhvp,ffy,fcbp,ebkkpb,pwol
p,f,f,h,v,g,pxyyfffcbhebkknbpwolhvg,xyy,fcbh,ebkknb,pwol
p,f,f,h,v,p,pffyfffcbgebkknnpwolhvp,ffy,fcbg,ebkknn,pwol
p,f,f,h,v,d,pffyfffcbgebkknbpwolhvd,ffy,fcbg,ebkknb,pwol
p,f,f,h,v,p,pfygfffcbpebkkbppwolhvp,fyg,fcbp,ebkkbp,pwol
p,f,f,h,v,g,pfygfffcbhebkkbbpwolhvg,fyg,fcbh,ebkkbb,pwol
p,f,f,h,v,d,pfygfffcbhebkkbnpwolhvd,fyg,fcbh,ebkkbn,pwol
p,f,f,h,v,g,pffgfffcbgebkkbnpwolhvg,ffg,fcbg,ebkkbn,pwol
p,f,c,k,v,d,pxsgfcfcnpebsswwpwopkvd,xsg,fcnp,ebssww,pwop
p,f,f,h,y,g,pxyyfffcbgebkkbppwolhyg,xyy,fcbg,ebkkbp,pwol
p,t,f,h,s,u,pfsgtffcbhtbffwwpwophsu,fsg,fcbh,tbffww,pwop
p,f,f,h,v,g,pxygfffcbpebkknnpwolhvg,xyg,fcbp,ebkknn,pwol
p,f,f,h,y,p,pxyyfffcbpebkkpbpwolhyp,xyy,fcbp,ebkkpb,pwol
p,f,f,h,y,d,pxyyfffcbhebkknbpwolhyd,xyy,fcbh,ebkknb,pwol
e,t,n,k,y,d,efygtnfcbutbsspgpwopkyd,fyg,fcbu,tbsspg,pwop
p,f,f,h,y,d,pffgfffcbgebkkbnpwolhyd,ffg,fcbg,ebkkbn,pwol
p,f,f,h,v,g,pfyyfffcbhebkknppwolhvg,fyy,fcbh,ebkknp,pwol
p,f,f,h,y,p,pfygfffcbhebkknbpwolhyp,fyg,fcbh,ebkknb,pwol
p,f,f,h,y,g,pxyyfffcbhebkkbbpwolhyg,xyy,fcbh,ebkkbb,pwol
p,f,f,h,y,d,pxygfffcbpebkkbppwolhyd,xyg,fcbp,ebkkbp,pwol
p,f,f,h,y,p,pxfyfffcbpebkkbppwolhyp,xfy,fcbp,ebkkbp,pwol
e,t,n,n,v,d,efyntnfcbntbssggpwopnvd,fyn,fcbn,tbssgg,pwop
p,f,f,h,y,g,pxygfffcbgebkknnpwolhyg,xyg,fcbg,ebkknn,pwol
p,f,f,h,v,g,pffyfffcbgebkkbppwolhvg,ffy,fcbg,ebkkbp,pwol
p,f,f,h,v,p,pxygfffcbpebkkpnpwolhvp,xyg,fcbp,ebkkpn,pwol
p,f,f,h,y,g,pxyyfffcbpebkkpppwolhyg,xyy,fcbp,ebkkpp,pwol
p,f,f,h,y,p,pffgfffcbgebkknbpwolhyp,ffg,fcbg,ebkknb,pwol
p,f,f,h,y,g,pffgfffcbhebkkpbpwolhyg,ffg,fcbh,ebkkpb,pwol
p,f,f,h,y,g,pxyyfffcbhebkkbnpwolhyg,xyy,fcbh,ebkkbn,pwol
e,t,n,w,c,w,ekybtnfcbee?sseepwtewcw,kyb,fcbe,e?ssee,pwte
p,f,f,h,y,p,pxyyfffcbpebkkbbpwolhyp,xyy,fcbp,ebkkbb,pwol
p,f,s,w,v,d,pxynfsfcnbt?skpwpwoewvd,xyn,fcnb,t?skpw,pwoe
p,f,f,h,y,p,pfygfffcbpebkknnpwolhyp,fyg,fcbp,ebkknn,pwol
p,f,f,h,y,p,pxygfffcbgebkknnpwolhyp,xyg,fcbg,ebkknn,pwol
p,f,f,h,v,g,pfyyfffcbhebkkbbpwolhvg,fyy,fcbh,ebkkbb,pwol
p,f,f,h,v,d,pfygfffcbgebkkpppwolhvd,fyg,fcbg,ebkkpp,pwol
p,f,f,h,y,g,pffgfffcbhebkkbppwolhyg,ffg,fcbh,ebkkbp,pwol
p,f,f,h,y,g,pfyyfffcbhebkknnpwolhyg,fyy,fcbh,ebkknn,pwol
p,f,f,h,y,d,pxfyfffcbgebkknbpwolhyd,xfy,fcbg,ebkknb,pwol
p,t,f,h,v,u,pxswtffcbptbffwwpwophvu,xsw,fcbp,tbffww,pwop
p,f,f,h,v,g,pxyyfffcbgebkkpbpwolhvg,xyy,fcbg,ebkkpb,pwol
p,f,f,h,y,p,pffyfffcbgebkkpppwolhyp,ffy,fcbg,ebkkpp,pwol
p,f,f,h,y,g,pxfyfffcbpebkkpnpwolhyg,xfy,fcbp,ebkkpn,pwol
p,f,f,h,v,p,pxyyfffcbgebkknbpwolhvp,xyy,fcbg,ebkknb,pwol
p,f,f,h,v,g,pfyyfffcbhebkkbnpwolhvg,fyy,fcbh,ebkkbn,pwol
p,f,f,h,y,g,pxyyfffcbhebkknbpwolhyg,xyy,fcbh,ebkknb,pwol
p,f,f,h,v,p,pxyyfffcbpebkkbnpwolhvp,xyy,fcbp,ebkkbn,pwol
p,f,f,h,y,p,pfygfffcbpebkkpnpwolhyp,fyg,fcbp,ebkkpn,pwol
p,f,f,h,y,p,pffyfffcbhebkkbbpwolhyp,ffy,fcbh,ebkkbb,pwol
p,f,f,h,v,p,pffgfffcbhebkkbbpwolhvp,ffg,fcbh,ebkkbb,pwol
e,t,n,k,y,d,efyntnfcbptbsswppwopkyd,fyn,fcbp,tbsswp,pwop
p,f,f,h,v,d,pxyyfffcbhebkkbppwolhvd,xyy,fcbh,ebkkbp,pwol
p,f,f,h,v,p,pxygfffcbgebkknnpwolhvp,xyg,fcbg,ebkknn,pwol
p,f,f,h,v,g,pfygfffcbhebkkbppwolhvg,fyg,fcbh,ebkkbp,pwol
p,f,f,h,v,g,pfygfffcbgebkkpbpwolhvg,fyg,fcbg,ebkkpb,pwol
p,f,f,h,y,d,pxyyfffcbgebkkbppwolhyd,xyy,fcbg,ebkkbp,pwol
p,f,f,h,v,p,pffgfffcbgebkknbpwolhvp,ffg,fcbg,ebkknb,pwol
p,f,f,h,v,d,pxygfffcbpebkkpppwolhvd,xyg,fcbp,ebkkpp,pwol
p,f,f,h,v,d,pxyyfffcbpebkkbnpwolhvd,xyy,fcbp,ebkkbn,pwol
p,f,f,h,y,d,pxfyfffcbhebkknnpwolhyd,xfy,fcbh,ebkknn,pwol
p,f,f,h,y,d,pffyfffcbgebkkpnpwolhyd,ffy,fcbg,ebkkpn,pwol
e,f,n,w,v,l,effcfnfwnwebsfwnpwoewvl,ffc,fwnw,ebsfwn,pwoe
p,f,f,h,v,g,pfygfffcbhebkkpbpwolhvg,fyg,fcbh,ebkkpb,pwol
p,f,f,h,y,p,pxygfffcbpebkkpnpwolhyp,xyg,fcbp,ebkkpn,pwol
p,f,n,w,v,d,pffyfnfcnwe?kywypwoewvd,ffy,fcnw,e?kywy,pwoe
p,f,f,h,y,p,pffyfffcbhebkkpbpwolhyp,ffy,fcbh,ebkkpb,pwol
p,t,f,h,v,g,pxsgtffcbptbfswwpwophvg,xsg,fcbp,tbfsww,pwop
e,t,n,w,c,w,efsntnfcbee?sswwpwtewcw,fsn,fcbe,e?ssww,pwte
p,f,y,w,v,p,pxynfyfcnbt?skpppwoewvp,xyn,fcnb,t?skpp,pwoe
p,f,c,k,v,d,pxsgfcfwnuebsswwpwopkvd,xsg,fwnu,ebssww,pwop
p,f,f,h,y,d,pxfyfffcbgebkknnpwolhyd,xfy,fcbg,ebkknn,pwol
p,f,f,h,v,g,pfygfffcbhebkkbnpwolhvg,fyg,fcbh,ebkkbn,pwol
p,f,f,h,y,d,pfygfffcbgebkkpbpwolhyd,fyg,fcbg,ebkkpb,pwol
p,f,f,h,v,g,pxyyfffcbpebkknbpwolhvg,xyy,fcbp,ebkknb,pwol
p,f,f,h,v,g,pxyyfffcbpebkkbbpwolhvg,xyy,fcbp,ebkkbb,pwol
p,f,f,h,y,d,pxygfffcbpebkkbbpwolhyd,xyg,fcbp,ebkkbb,pwol
p,f,f,h,y,d,pfygfffcbgebkkpppwolhyd,fyg,fcbg,ebkkpp,pwol
p,f,f,h,y,g,pfygfffcbhebkkbnpwolhyg,fyg,fcbh,ebkkbn,pwol
p,f,f,h,y,g,pffyfffcbgebkkpnpwolhyg,ffy,fcbg,ebkkpn,pwol
p,f,f,h,v,d,pxfyfffcbpebkkbbpwolhvd,xfy,fcbp,ebkkbb,pwol
p,f,f,h,v,p,pffyfffcbpebkkbnpwolhvp,ffy,fcbp,ebkkbn,pwol
p,f,f,h,y,p,pffgfffcbpebkkpbpwolhyp,ffg,fcbp,ebkkpb,pwol
p,f,f,h,y,p,pffyfffcbhebkkbppwolhyp,ffy,fcbh,ebkkbp,pwol
p,f,f,h,y,d,pfyyfffcbhebkknnpwolhyd,fyy,fcbh,ebkknn,pwol
p,f,f,h,v,p,pffyfffcbhebkknnpwolhvp,ffy,fcbh,ebkknn,pwol
p,f,f,h,v,d,pffyfffcbhebkkbppwolhvd,ffy,fcbh,ebkkbp,pwol
p,f,f,h,v,g,pxygfffcbhebkkbppwolhvg,xyg,fcbh,ebkkbp,pwol
p,f,f,h,v,g,pxygfffcbpebkkbbpwolhvg,xyg,fcbp,ebkkbb,pwol
p,f,f,h,v,d,pxygfffcbgebkkbnpwolhvd,xyg,fcbg,ebkkbn,pwol
e,t,n,w,c,w,exsbtnfcbwe?ssewpwtewcw,xsb,fcbw,e?ssew,pwte
p,f,f,h,v,d,pffgfffcbgebkkpnpwolhvd,ffg,fcbg,ebkkpn,pwol
p,f,f,h,v,d,pxfyfffcbgebkkpbpwolhvd,xfy,fcbg,ebkkpb,pwol
p,f,s,w,v,l,pxynfsfcnbt?sspppwoewvl,xyn,fcnb,t?sspp,pwoe
p,f,f,h,y,d,pxygfffcbgebkkbbpwolhyd,xyg,fcbg,ebkkbb,pwol
p,f,f,h,v,p,pfygfffcbhebkknbpwolhvp,fyg,fcbh,ebkknb,pwol
p,f,f,h,y,d,pfygfffcbpebkkpnpwolhyd,fyg,fcbp,ebkkpn,pwol
p,f,f,h,y,g,pffyfffcbgebkkbppwolhyg,ffy,fcbg,ebkkbp,pwol
p,f,f,h,v,d,pxyyfffcbgebkknnpwolhvd,xyy,fcbg,ebkknn,pwol
p,f,f,h,v,g,pxfyfffcbhebkkpbpwolhvg,xfy,fcbh,ebkkpb,pwol
p,f,f,h,y,p,pffgfffcbhebkknnpwolhyp,ffg,fcbh,ebkknn,pwol
p,f,f,h,v,p,pxygfffcbgebkknppwolhvp,xyg,fcbg,ebkknp,pwol
p,f,f,h,y,g,pffyfffcbhebkkbbpwolhyg,ffy,fcbh,ebkkbb,pwol
p,f,f,h,y,g,pxfyfffcbpebkknppwolhyg,xfy,fcbp,ebkknp,pwol
e,f,n,h,v,d,exyufnfcnhe?sfwwpwofhvd,xyu,fcnh,e?sfww,pwof
e,t,n,w,c,w,efybtnfcbee?sseepwtewcw,fyb,fcbe,e?ssee,pwte
p,f,f,h,y,d,pfyyfffcbhebkkbppwolhyd,fyy,fcbh,ebkkbp,pwol
p,f,f,h,y,p,pxyyfffcbgebkknppwolhyp,xyy,fcbg,ebkknp,pwol
p,f,f,h,v,g,pxygfffcbgebkkpbpwolhvg,xyg,fcbg,ebkkpb,pwol
p,f,f,h,y,d,pffgfffcbpebkkpnpwolhyd,ffg,fcbp,ebkkpn,pwol
p,f,f,h,v,g,pfygfffcbhebkknnpwolhvg,fyg,fcbh,ebkknn,pwol
p,f,f,h,y,g,pffgfffcbhebkkbbpwolhyg,ffg,fcbh,ebkkbb,pwol
p,f,f,h,v,g,pfygfffcbpebkknnpwolhvg,fyg,fcbp,ebkknn,pwol
p,f,f,h,y,g,pxfyfffcbgebkkpnpwolhyg,xfy,fcbg,ebkkpn,pwol
p,f,f,h,v,d,pffyfffcbhebkkpppwolhvd,ffy,fcbh,ebkkpp,pwol
p,f,f,h,v,d,pffgfffcbpebkkpppwolhvd,ffg,fcbp,ebkkpp,pwol
p,f,f,h,v,g,pfyyfffcbhebkknbpwolhvg,fyy,fcbh,ebkknb,pwol
p,f,f,h,y,g,pfyyfffcbhebkknppwolhyg,fyy,fcbh,ebkknp,pwol
p,f,f,h,v,g,pffgfffcbhebkknppwolhvg,ffg,fcbh,ebkknp,pwol
p,t,f,h,v,g,pfsbtffcbwtbsfwwpwophvg,fsb,fcbw,tbsfww,pwop
p,t,n,r,v,m,pfswtnfcbgebsswwpwtprvm,fsw,fcbg,ebssww,pwtp
p,f,f,h,y,p,pxyyfffcbpebkkpnpwolhyp,xyy,fcbp,ebkkpn,pwol
p,f,f,h,v,p,pffyfffcbpebkkbbpwolhvp,ffy,fcbp,ebkkbb,pwol
p,f,f,h,v,g,pfygfffcbgebkkpppwolhvg,fyg,fcbg,ebkkpp,pwol
p,f,f,h,v,d,pxyyfffcbhebkknppwolhvd,xyy,fcbh,ebkknp,pwol
p,f,f,h,v,p,pxfyfffcbgebkkpnpwolhvp,xfy,fcbg,ebkkpn,pwol
p,f,f,h,y,d,pxfyfffcbgebkkpbpwolhyd,xfy,fcbg,ebkkpb,pwol
e,t,n,n,v,d,effgtnfcbutbssggpwopnvd,ffg,fcbu,tbssgg,pwop
e,f,n,h,v,d,exyufnfcnue?sfwwpwofhvd,xyu,fcnu,e?sfww,pwof
p,f,f,h,y,d,pxygfffcbhebkkpppwolhyd,xyg,fcbh,ebkkpp,pwol
p,f,f,h,v,g,pffyfffcbpebkknbpwolhvg,ffy,fcbp,ebkknb,pwol
p,f,f,h,v,d,pxyyfffcbpebkknbpwolhvd,xyy,fcbp,ebkknb,pwol
p,f,f,h,v,d,pfygfffcbpebkknppwolhvd,fyg,fcbp,ebkknp,pwol
p,f,f,h,y,p,pxyyfffcbhebkknppwolhyp,xyy,fcbh,ebkknp,pwol
p,f,f,h,v,d,pxfyfffcbpebkkbppwolhvd,xfy,fcbp,ebkkbp,pwol
p,f,f,h,y,p,pxyyfffcbgebkkbnpwolhyp,xyy,fcbg,ebkkbn,pwol
p,f,f,h,v,g,pffyfffcbhebkknnpwolhvg,ffy,fcbh,ebkknn,pwol
p,f,f,h,y,p,pxygfffcbgebkkpnpwolhyp,xyg,fcbg,ebkkpn,pwol
p,f,f,h,y,g,pfygfffcbpebkknnpwolhyg,fyg,fcbp,ebkknn,pwol
p,f,f,h,v,p,pfygfffcbgebkkpnpwolhvp,fyg,fcbg,ebkkpn,pwol
p,f,f,h,y,p,pxfyfffcbgebkkpppwolhyp,xfy,fcbg,ebkkpp,pwol
e,t,n,n,v,d,effetnfcbwtbsswgpwopnvd,ffe,fcbw,tbsswg,pwop
p,f,f,h,y,d,pxyyfffcbhebkkpppwolhyd,xyy,fcbh,ebkkpp,pwol
p,f,f,h,v,d,pffgfffcbgebkknbpwolhvd,ffg,fcbg,ebkknb,pwol
p,f,f,h,y,p,pxygfffcbgebkkbnpwolhyp,xyg,fcbg,ebkkbn,pwol
p,f,f,h,v,p,pfygfffcbgebkkbppwolhvp,fyg,fcbg,ebkkbp,pwol
p,f,f,h,y,p,pffgfffcbpebkkbnpwolhyp,ffg,fcbp,ebkkbn,pwol
p,f,f,h,y,d,pffgfffcbpebkknbpwolhyd,ffg,fcbp,ebkknb,pwol
p,f,f,h,v,g,pffgfffcbpebkknppwolhvg,ffg,fcbp,ebkknp,pwol
p,f,f,h,y,d,pfygfffcbhebkkpnpwolhyd,fyg,fcbh,ebkkpn,pwol
p,f,f,h,v,d,pffyfffcbhebkkpbpwolhvd,ffy,fcbh,ebkkpb,pwol
p,f,f,h,y,d,pxfyfffcbhebkkpppwolhyd,xfy,fcbh,ebkkpp,pwol
p,f,f,h,v,p,pxygfffcbpebkknnpwolhvp,xyg,fcbp,ebkknn,pwol
p,f,f,h,y,p,pxygfffcbpebkkbnpwolhyp,xyg,fcbp,ebkkbn,pwol
p,f,c,n,v,d,pxfwfcfcngebsswwpwopnvd,xfw,fcng,ebssww,pwop
p,f,f,h,y,d,pffgfffcbpebkkbppwolhyd,ffg,fcbp,ebkkbp,pwol
p,f,f,h,v,p,pxfyfffcbhebkkpppwolhvp,xfy,fcbh,ebkkpp,pwol
p,f,f,h,v,d,pfygfffcbpebkkpppwolhvd,fyg,fcbp,ebkkpp,pwol
p,f,f,h,v,g,pxfyfffcbpebkkpnpwolhvg,xfy,fcbp,ebkkpn,pwol
p,f,f,h,v,d,pfygfffcbhebkkpnpwolhvd,fyg,fcbh,ebkkpn,pwol
p,f,f,h,v,d,pfygfffcbgebkknbpwolhvd,fyg,fcbg,ebkknb,pwol
p,f,f,h,y,p,pffyfffcbgebkkbnpwolhyp,ffy,fcbg,ebkkbn,pwol
p,f,f,h,v,g,pxygfffcbgebkkbppwolhvg,xyg,fcbg,ebkkbp,pwol
p,f,f,h,v,g,pfyyfffcbpebkknbpwolhvg,fyy,fcbp,ebkknb,pwol
p,f,f,h,y,p,pffyfffcbhebkknppwolhyp,ffy,fcbh,ebkknp,pwol
p,f,f,h,v,d,pxfyfffcbhebkkbppwolhvd,xfy,fcbh,ebkkbp,pwol
p,f,f,h,v,g,pffyfffcbgebkknbpwolhvg,ffy,fcbg,ebkknb,pwol
p,f,f,h,y,p,pxyyfffcbpebkkbnpwolhyp,xyy,fcbp,ebkkbn,pwol
p,f,f,h,y,d,pffyfffcbgebkkbbpwolhyd,ffy,fcbg,ebkkbb,pwol
p,f,f,h,v,g,pxfyfffcbpebkkbbpwolhvg,xfy,fcbp,ebkkbb,pwol
p,f,f,h,y,d,pfygfffcbhebkknnpwolhyd,fyg,fcbh,ebkknn,pwol
p,f,f,h,y,d,pffgfffcbpebkkpbpwolhyd,ffg,fcbp,ebkkpb,pwol
p,f,f,h,v,g,pffyfffcbgebkkpnpwolhvg,ffy,fcbg,ebkkpn,pwol
p,f,f,h,v,d,pffgfffcbpebkkbbpwolhvd,ffg,fcbp,ebkkbb,pwol
p,f,f,h,y,g,pffgfffcbhebkkpnpwolhyg,ffg,fcbh,ebkkpn,pwol
p,f,f,h,v,d,pffyfffcbgebkkpnpwolhvd,ffy,fcbg,ebkkpn,pwol
p,f,f,h,y,d,pxyyfffcbgebkkpppwolhyd,xyy,fcbg,ebkkpp,pwol
p,f,f,h,v,d,pxyyfffcbpebkkbppwolhvd,xyy,fcbp,ebkkbp,pwol
p,f,f,h,y,d,pffyfffcbhebkknnpwolhyd,ffy,fcbh,ebkknn,pwol
p,f,f,h,v,d,pxyyfffcbhebkkbbpwolhvd,xyy,fcbh,ebkkbb,pwol
p,f,f,h,v,g,pxyyfffcbgebkkbppwolhvg,xyy,fcbg,ebkkbp,pwol
p,f,y,w,v,d,pxynfyfcnbt?sspwpwoewvd,xyn,fcnb,t?sspw,pwoe
e,t,n,w,c,w,efybtnfcbwe?sswwpwtewcw,fyb,fcbw,e?ssww,pwte
p,f,f,h,v,g,pxfyfffcbhebkkbppwolhvg,xfy,fcbh,ebkkbp,pwol
p,f,f,h,y,d,pxyyfffcbhebkkbbpwolhyd,xyy,fcbh,ebkkbb,pwol
p,f,f,h,y,d,pfygfffcbpebkknbpwolhyd,fyg,fcbp,ebkknb,pwol
p,f,f,h,y,d,pxyyfffcbpebkknppwolhyd,xyy,fcbp,ebkknp,pwol
p,f,f,h,v,p,pfygfffcbpebkkpbpwolhvp,fyg,fcbp,ebkkpb,pwol
p,f,f,h,y,d,pfygfffcbpebkkpbpwolhyd,fyg,fcbp,ebkkpb,pwol
p,f,f,h,v,p,pffgfffcbpebkkpbpwolhvp,ffg,fcbp,ebkkpb,pwol
p,f,f,h,v,p,pxfyfffcbpebkkpnpwolhvp,xfy,fcbp,ebkkpn,pwol
p,f,f,h,y,g,pffyfffcbpebkkbnpwolhyg,ffy,fcbp,ebkkbn,pwol
p,f,f,h,y,d,pffyfffcbgebkkpppwolhyd,ffy,fcbg,ebkkpp,pwol
p,f,f,h,v,p,pfygfffcbhebkkpbpwolhvp,fyg,fcbh,ebkkpb,pwol
p,f,f,h,y,g,pfygfffcbhebkknbpwolhyg,fyg,fcbh,ebkknb,pwol
p,f,f,h,y,g,pffgfffcbgebkknbpwolhyg,ffg,fcbg,ebkknb,pwol
p,f,f,h,v,d,pfygfffcbgebkkbnpwolhvd,fyg,fcbg,ebkkbn,pwol
p,f,f,h,v,d,pffgfffcbhebkkpbpwolhvd,ffg,fcbh,ebkkpb,pwol
p,f,f,h,v,p,pfygfffcbgebkkpbpwolhvp,fyg,fcbg,ebkkpb,pwol
p,f,c,k,s,d,pxfgfcfcnuebsswwpwopksd,xfg,fcnu,ebssww,pwop
p,t,f,h,v,g,pfsbtffcbwtbffwwpwophvg,fsb,fcbw,tbffww,pwop
e,t,n,k,v,d,effetnfcbwtbssgwpwopkvd,ffe,fcbw,tbssgw,pwop
p,f,f,h,v,p,pxyyfffcbgebkkpnpwolhvp,xyy,fcbg,ebkkpn,pwol
p,f,f,h,y,d,pxygfffcbpebkkpnpwolhyd,xyg,fcbp,ebkkpn,pwol
p,f,f,h,v,g,pfygfffcbgebkknbpwolhvg,fyg,fcbg,ebkknb,pwol
e,t,n,k,v,d,effgtnfcbutbsspwpwopkvd,ffg,fcbu,tbsspw,pwop
p,f,f,h,y,d,pxyyfffcbpebkkbppwolhyd,xyy,fcbp,ebkkbp,pwol
p,f,f,h,v,p,pxyyfffcbpebkkpbpwolhvp,xyy,fcbp,ebkkpb,pwol
p,f,f,h,y,p,pffyfffcbpebkknppwolhyp,ffy,fcbp,ebkknp,pwol
p,f,f,h,v,p,pxfyfffcbhebkkbppwolhvp,xfy,fcbh,ebkkbp,pwol
p,f,f,h,y,d,pxfyfffcbhebkkbbpwolhyd,xfy,fcbh,ebkkbb,pwol
p,f,f,h,v,g,pxygfffcbhebkknppwolhvg,xyg,fcbh,ebkknp,pwol
p,t,f,h,s,u,pfswtffcbwtbsfwwpwophsu,fsw,fcbw,tbsfww,pwop
p,f,f,h,v,d,pxygfffcbpebkkpnpwolhvd,xyg,fcbp,ebkkpn,pwol
p,f,f,h,v,g,pxfyfffcbgebkkbnpwolhvg,xfy,fcbg,ebkkbn,pwol
p,f,f,h,y,p,pfygfffcbgebkkpppwolhyp,fyg,fcbg,ebkkpp,pwol
p,f,f,h,v,p,pxygfffcbpebkkpppwolhvp,xyg,fcbp,ebkkpp,pwol
p,f,f,h,v,d,pxfyfffcbpebkknbpwolhvd,xfy,fcbp,ebkknb,pwol
e,f,n,h,v,d,efyufnfcnhe?sfwwpwofhvd,fyu,fcnh,e?sfww,pwof
p,f,f,h,y,d,pffyfffcbhebkkbbpwolhyd,ffy,fcbh,ebkkbb,pwol
p,f,f,h,v,g,pfygfffcbpebkkbbpwolhvg,fyg,fcbp,ebkkbb,pwol
p,f,f,h,y,g,pxyyfffcbhebkkbppwolhyg,xyy,fcbh,ebkkbp,pwol
p,f,f,h,y,g,pffgfffcbgebkkbnpwolhyg,ffg,fcbg,ebkkbn,pwol
e,t,n,n,y,d,efyntnfcbntbsspppwopnyd,fyn,fcbn,tbsspp,pwop
p,f,f,h,v,p,pxfyfffcbhebkkpnpwolhvp,xfy,fcbh,ebkkpn,pwol
p,f,f,h,y,d,pffgfffcbhebkknppwolhyd,ffg,fcbh,ebkknp,pwol
p,f,f,h,y,p,pxygfffcbhebkknbpwolhyp,xyg,fcbh,ebkknb,pwol
p,f,f,h,y,g,pffyfffcbpebkknnpwolhyg,ffy,fcbp,ebkknn,pwol
p,f,f,h,v,d,pxfyfffcbhebkkbbpwolhvd,xfy,fcbh,ebkkbb,pwol
p,f,f,h,v,p,pxyyfffcbgebkkbnpwolhvp,xyy,fcbg,ebkkbn,pwol
p,f,f,h,v,p,pxfyfffcbgebkkbnpwolhvp,xfy,fcbg,ebkkbn,pwol
p,f,f,h,v,g,pfygfffcbgebkknppwolhvg,fyg,fcbg,ebkknp,pwol
p,t,f,h,s,u,pxswtffcbhtbffwwpwophsu,xsw,fcbh,tbffww,pwop
e,t,n,w,c,w,efyetnfcbwe?sswwpwtewcw,fye,fcbw,e?ssww,pwte
